상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220808255041,히든스시,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,53,,서울특별시 종로구 명륜4가 53,111104000000.0,서울특별시 종로구 대명길,27.0,,1.11102e+24,,서울특별시 종로구 대명길 27,110530,3078,,1,,127.0000691,37.58313938
MA010120220808248290,고쿠텐,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,76,,서울특별시 종로구 명륜4가 76,111104000000.0,서울특별시 종로구 대학로11길,34.0,,1.11102e+24,,서울특별시 종로구 대학로11길 34,110530,3078,,,,126.9999218,37.58230016
MA010120220808257053,춘참치포차,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,54,4.0,서울특별시 종로구 명륜4가 54-4,111104000000.0,서울특별시 종로구 대명길,31.0,,1.11102e+24,,서울특별시 종로구 대명길 31,110530,3078,,2,,126.9998664,37.58305657
MA010120220808231076,연건호스피탈리티그룹,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,166,1.0,서울특별시 종로구 명륜4가 166-1,111104000000.0,서울특별시 종로구 대학로11길,39.0,,1.11102e+24,영성빌딩,서울특별시 종로구 대학로11길 39,110530,3079,,,,126.9994122,37.58230485
MA010120220808236291,포차야,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,148,,서울특별시 종로구 명륜2가 148,111103000000.0,서울특별시 종로구 성균관로,12.0,1.0,1.11102e+24,,서울특별시 종로구 성균관로 12-1,110530,3074,,,,126.9978603,37.58405773
MA010120220808231851,두리앤커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,196,1.0,서울특별시 종로구 명륜4가 196-1,111103000000.0,서울특별시 종로구 창경궁로,231.0,2.0,1.11102e+24,,서울특별시 종로구 창경궁로 231-2,110530,3073,,2,,126.998093,37.58274418
MA010120220808189115,코코버블티,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,186,2.0,서울특별시 종로구 명륜2가 186-2,111104000000.0,서울특별시 종로구 대명길,42.0,,1.11102e+24,,서울특별시 종로구 대명길 42,110530,3077,,,,126.9992786,37.58298851
MA010120220808281573,본우리집밥재능교육본사점,,I2,음식,I201,한식,I20101,백반/한정식,I56130,기관 구내식당업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,22,78.0,서울특별시 종로구 혜화동 22-78,111104000000.0,서울특별시 종로구 창경궁로35길,45.0,,1.11102e+24,,서울특별시 종로구 창경궁로35길 45,110530,3076,,1,,127.0019965,37.58803032
MA010120220808284513,쇼타돈부리,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,205.0,서울특별시 종로구 명륜3가 1-205,111104000000.0,서울특별시 종로구 명륜2길,3.0,1.0,1.11102e+24,,서울특별시 종로구 명륜2길 3-1,110811,3070,,B1,,126.9951571,37.58890036
MA010120220808338164,세아,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,115,2.0,서울특별시 종로구 명륜2가 115-2,111103000000.0,서울특별시 종로구 성균관로,20.0,,1.11102e+24,,서울특별시 종로구 성균관로 20,110530,3074,,1,,126.9975372,37.5845055
MA010120220808326948,옥이모,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,91,,서울특별시 종로구 명륜4가 91,111103000000.0,서울특별시 종로구 대학로,123.0,1.0,1.11102e+24,,서울특별시 종로구 대학로 123-1,110530,3079,,1,,127.0015985,37.58222425
MA010120220808357768,미도인대학로,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,116,,서울특별시 종로구 명륜4가 116,111104000000.0,서울특별시 종로구 대학로9길,32.0,,1.11102e+24,,서울특별시 종로구 대학로9길 32,110530,3079,,,,127.0003015,37.58184385
MA010120220808316008,악어포차,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,211,1.0,서울특별시 종로구 명륜2가 211-1,111103000000.0,서울특별시 종로구 성균관로,10.0,,1.11102e+24,,서울특별시 종로구 성균관로 10,110530,3074,,2,,126.9981357,37.58378074
MA010120220808258943,로그,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,154,2.0,서울특별시 종로구 명륜3가 154-2,111104000000.0,서울특별시 종로구 창경궁로29길,3.0,,1.11102e+24,,서울특별시 종로구 창경궁로29길 3,110812,3073,,2,,126.9981903,37.58308741
MA010120220808264440,무던,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,115,,서울특별시 종로구 명륜2가 115,111104000000.0,서울특별시 종로구 성균관로4길,3.0,,1.11102e+24,,서울특별시 종로구 성균관로4길 3,110530,3074,,2,,126.9975702,37.58457787
MA010120220808508334,대한맥주집대학로,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,70,4.0,서울특별시 종로구 명륜4가 70-4,111104000000.0,서울특별시 종로구 대학로11길,38.0,11.0,1.11102e+24,,서울특별시 종로구 대학로11길 38-11,110530,3078,,1,,127.000269,37.58258243
MA010120220808466360,쟁반집8292혜화점,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,138,,서울특별시 종로구 혜화동 138,111104000000.0,서울특별시 종로구 창경궁로34길,6.0,,1.11102e+24,,서울특별시 종로구 창경궁로34길 6,110530,3077,,1,,127.0008299,37.58466858
MA010120220808444519,혜화로456,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,31,4.0,서울특별시 종로구 명륜1가 31-4,111103000000.0,서울특별시 종로구 혜화로,45.0,6.0,1.11102e+24,,서울특별시 종로구 혜화로 45-6,110530,3068,,,,126.9988281,37.58957129
MA010120220808435671,삼삼오오,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1145.0,서울특별시 종로구 명륜3가 1-1145,111104000000.0,서울특별시 종로구 명륜길,51.0,,1.11102e+24,,서울특별시 종로구 명륜길 51,110811,3064,,,,126.9943715,37.58921804
MA010120220808435712,홍순두부,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,140.0,서울특별시 종로구 명륜3가 1-140,111104000000.0,서울특별시 종로구 명륜길,50.0,,1.11102e+24,,서울특별시 종로구 명륜길 50,110811,3065,,1,,126.9946084,37.58928314
MA010120220808412031,정오아카데미동성고등학교점,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,90,7.0,서울특별시 종로구 혜화동 90-7,111103000000.0,서울특별시 종로구 대학로,156.0,,1.11102e+24,"동성중고교,카톨릭청소년회관",서울특별시 종로구 대학로 156,110530,3083,,,,127.0030326,37.58505663
MA010120220808549498,이디야커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,110,2.0,서울특별시 종로구 혜화동 110-2,111103000000.0,서울특별시 종로구 혜화로,3.0,1.0,1.11102e+24,,서울특별시 종로구 혜화로 3-1,110530,3075,,2,,127.0005509,37.58605382
MA010120220808637707,댈몬트,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,89,1.0,서울특별시 종로구 혜화동 89-1,111103000000.0,서울특별시 종로구 창경궁로,281.0,,1.11102e+24,,서울특별시 종로구 창경궁로 281,110530,3076,,2,,127.0014546,37.58621464
MA010120220808626623,피자보이시나,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,146,1.0,서울특별시 종로구 명륜4가 146-1,111104000000.0,서울특별시 종로구 창경궁로26길,38.0,,1.11102e+24,,서울특별시 종로구 창경궁로26길 38,110530,3079,,2,,126.9998033,37.58184864
MA010120220808620171,동네별장,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,174,1.0,서울특별시 종로구 명륜2가 174-1,111103000000.0,서울특별시 종로구 창경궁로,246.0,1.0,1.11102e+24,,서울특별시 종로구 창경궁로 246-1,110530,3077,,1,,126.9994881,37.58340477
MA010120220808553484,곱창고,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,20,2.0,서울특별시 종로구 명륜2가 20-2,111104000000.0,서울특별시 종로구 창경궁로34길,18.0,6.0,1.11102e+24,,서울특별시 종로구 창경궁로34길 18-6,110530,3077,,1,,127.0008014,37.58425386
MA010120220808540072,무제스시,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,118,5.0,서울특별시 종로구 명륜4가 118-5,111104000000.0,서울특별시 종로구 대학로9길,22.0,5.0,1.11102e+24,,서울특별시 종로구 대학로9길 22-5,110530,3079,,,,127.000573,37.58186417
MA010120220808531115,인생닭강정성대점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,228,,서울특별시 종로구 명륜2가 228,111103000000.0,서울특별시 종로구 성균관로,3.0,,1.11102e+24,,서울특별시 종로구 성균관로 3,110530,3073,,1,,126.9983117,37.58332271
MA010120220808521418,오이지,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,142,,서울특별시 종로구 명륜4가 142,111104000000.0,서울특별시 종로구 대학로9길,33.0,,1.11102e+24,,서울특별시 종로구 대학로9길 33,110530,3079,,1,,127.0001658,37.58183369
MA010120220808539577,띵즈34,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,79,1.0,서울특별시 종로구 명륜3가 79-1,111104000000.0,서울특별시 종로구 성균관로5길,15.0,,1.11102e+24,,서울특별시 종로구 성균관로5길 15,110812,3073,,1,,126.9965541,37.58436199
MA010120220808773584,온앤온,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,109,1.0,서울특별시 종로구 혜화동 109-1,111103000000.0,서울특별시 종로구 혜화로,8.0,,1.11102e+24,,서울특별시 종로구 혜화로 8,110530,3076,,지,,127.0005,37.58647688
MA010120220808766543,피얼스,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,16,13.0,서울특별시 종로구 명륜1가 16-13,111103000000.0,서울특별시 종로구 성균관로,62.0,3.0,1.11102e+24,명륜동주택,서울특별시 종로구 성균관로 62-3,110530,3069,,1,,126.9969563,37.58814077
MA010120220808724343,명동도면,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,237,,서울특별시 종로구 명륜2가 237,111104000000.0,서울특별시 종로구 혜화로3길,5.0,,1.11102e+24,명륜동주상복합아남아파트,서울특별시 종로구 혜화로3길 5,110767,3075,,1,,127.0002126,37.58595184
MA010120220808721462,정직유부,,I2,음식,I203,일식,I20399,기타 일식 음식점,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,225,3.0,서울특별시 종로구 명륜2가 225-3,111103000000.0,서울특별시 종로구 성균관로,7.0,2.0,1.11102e+24,,서울특별시 종로구 성균관로 7-2,110530,3073,,1,,126.9979794,37.58361723
MA010120220808742451,랑데자뷰대학로,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,21,8.0,서울특별시 종로구 명륜2가 21-8,111104000000.0,서울특별시 종로구 창경궁로34길,18.0,5.0,1.11102e+24,,서울특별시 종로구 창경궁로34길 18-5,110530,3077,,1,,127.000792,37.58410961
MA010120220808759543,멕시카나성대혜화점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1145.0,서울특별시 종로구 명륜3가 1-1145,111104000000.0,서울특별시 종로구 명륜길,51.0,,1.11102e+24,,서울특별시 종로구 명륜길 51,110811,3064,,1,,126.9943715,37.58921804
MA010120220808739293,홍능족발1977,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,133,1.0,서울특별시 종로구 혜화동 133-1,111103000000.0,서울특별시 종로구 창경궁로,266.0,,1.11102e+24,복지빌딩,서울특별시 종로구 창경궁로 266,110530,3077,,1,,127.0008171,37.58477659
MA010120220808662231,현현독일주택지점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,45,1.0,서울특별시 종로구 명륜4가 45-1,111104000000.0,서울특별시 종로구 대명1길,16.0,4.0,1.11102e+24,,서울특별시 종로구 대명1길 16-4,110530,3078,,1,,127.0005578,37.58299935
MA010120220808913866,창경궁로240,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,188,20.0,서울특별시 종로구 명륜4가 188-20,111103000000.0,서울특별시 종로구 창경궁로,240.0,37.0,1.11102e+24,,서울특별시 종로구 창경궁로 240-37,110530,3079,,1,,126.9985649,37.58217152
MA010120220808990780,커피온리혜화역,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,7,,서울특별시 종로구 명륜4가 7,111104000000.0,서울특별시 종로구 대명길,5.0,,1.11102e+24,,서울특별시 종로구 대명길 5,110530,3078,,1,,127.0011396,37.58351787
